Surname_name,Mandate_status,Frakcija,DeclYear,filed_as,Committees,Interest_Type,Entity_Type,Entity_name,Entity_RegNum,Position,Income_type,Income_value,Fin_v,Fin_v_value,Entity_Country,Entity_Municipality,Entity_Region,NACE_1,Specif
"Bondars, Mārtiņš",Pilntiesīgs mandāts,Attīstībai/Par!,2018,Deputāts - Latvijas Republikas Saeima,"Budžeta un finanšu (nodokļu) komisija (Priekšsēdētājs, no 20.11.2018); Publisko izdevumu un revīzijas komisija (no 20.11.2018)",Holding | Commercial Companies,Akciju Sabiedrība,Conexus Baltic Grid,40203041605,,,,Akcijas, €  93.00 ,Latvia,Rīgas municipality,Rīga/Pierīga,Transports un uzglabāšana,
"Bondars, Mārtiņš",Pilntiesīgs mandāts,Attīstībai/Par!,2018,Deputāts - Latvijas Republikas Saeima,"Budžeta un finanšu (nodokļu) komisija (Priekšsēdētājs, no 20.11.2018); Publisko izdevumu un revīzijas komisija (no 20.11.2018)",Income | Private Sector,Akciju Sabiedrība,Conexus Baltic Grid,40203041605,,Dividendes, €  32.55 ,,,Latvia,Rīgas municipality,Rīga/Pierīga,Transports un uzglabāšana,
"Bondars, Mārtiņš",Pilntiesīgs mandāts,Attīstībai/Par!,2019,Deputāts - Latvijas Republikas Saeima,Budžeta un finanšu (nodokļu) komisija (Priekšsēdētājs); Publisko izdevumu un revīzijas komisija (līdz 31.01.2019); Pieprasījumu komisija (no 31.01.2019),Position | Private Sector,Biedrība,Rucavas arborētuma draugu atbalsta biedrība,40008132912,Padomes loceklis,,,,,Latvia,Rucavas municipality,Kurzeme,"Pilsoniskā sabiedrība, profesionāļu apvienības, citi pakalpojumi",CSO - Environment
"Bondars, Mārtiņš",Pilntiesīgs mandāts,Attīstībai/Par!,2019,Deputāts - Latvijas Republikas Saeima,Budžeta un finanšu (nodokļu) komisija (Priekšsēdētājs); Publisko izdevumu un revīzijas komisija (līdz 31.01.2019); Pieprasījumu komisija (no 31.01.2019),Position | Private Sector,Biedrība,Ekonomistu apvienība 2010,40008008712,Valdes loceklis,,,,,Latvia,Rīgas municipality,Rīga/Pierīga,"Pilsoniskā sabiedrība, profesionāļu apvienības, citi pakalpojumi",Activities of professional membership organisations
"Bondars, Mārtiņš",Pilntiesīgs mandāts,Attīstībai/Par!,2019,Deputāts - Latvijas Republikas Saeima,Budžeta un finanšu (nodokļu) komisija (Priekšsēdētājs); Publisko izdevumu un revīzijas komisija (līdz 31.01.2019); Pieprasījumu komisija (no 31.01.2019),Position | Private Sector,Sabiedriskā Organizācija,"""100999""",40008040209,Padomes loceklis,,,,,Latvia,Mārupes municipality,Rīga/Pierīga,"Pilsoniskā sabiedrība, profesionāļu apvienības, citi pakalpojumi",CSO - Social work
"Bondars, Mārtiņš",Pilntiesīgs mandāts,Attīstībai/Par!,2019,Deputāts - Latvijas Republikas Saeima,Budžeta un finanšu (nodokļu) komisija (Priekšsēdētājs); Publisko izdevumu un revīzijas komisija (līdz 31.01.2019); Pieprasījumu komisija (no 31.01.2019),Holding | Commercial Companies,Akciju Sabiedrība,Conexus Baltic Grid,40203041605,,,,Akcijas, € 93.00 ,Latvia,Rīgas municipality,Rīga/Pierīga,Transports un uzglabāšana,
"Bondars, Mārtiņš",Pilntiesīgs mandāts,Attīstībai/Par!,2019,Deputāts - Latvijas Republikas Saeima,Budžeta un finanšu (nodokļu) komisija (Priekšsēdētājs); Publisko izdevumu un revīzijas komisija (līdz 31.01.2019); Pieprasījumu komisija (no 31.01.2019),Holding | Commercial Companies,Sabiedrība ar Ierobežotu Atbildību,Harijs Bondars,50103084351,,,,Kapitāla daļas," € 1,195.00 ",Latvia,Mārupes municipality,Rīga/Pierīga,Finanšu un apdrošināšanas darbības,
"Bondars, Mārtiņš",Pilntiesīgs mandāts,Attīstībai/Par!,2019,Deputāts - Latvijas Republikas Saeima,Budžeta un finanšu (nodokļu) komisija (Priekšsēdētājs); Publisko izdevumu un revīzijas komisija (līdz 31.01.2019); Pieprasījumu komisija (no 31.01.2019),Income | Private Sector,Akciju Sabiedrība,Conexus Baltic Grid,40203041605,,Dividendes, € 27.90 ,,,Latvia,Rīgas municipality,Rīga/Pierīga,Transports un uzglabāšana,
"Budriķis, Uldis",Pilntiesīgs mandāts,Jauno Konservatīvo frakcija,2018,Deputāts - Latvijas Republikas Saeima,Valsts pārvaldes un pašvaldības komisija (no 20.11.2018); Pieprasījumu komisija (no 20.11.2018),Position | Private Sector,Sabiedrība ar Ierobežotu Atbildību,Hubbs,40203098271,Valdes priekšsēdētājs,,,,,Latvia,Liepājas municipality,Kurzeme,"Profesionālie, zinātniskie un tehniskie pakalpojumi",
"Budriķis, Uldis",Pilntiesīgs mandāts,Jauno Konservatīvo frakcija,2018,Deputāts - Latvijas Republikas Saeima,Valsts pārvaldes un pašvaldības komisija (no 20.11.2018); Pieprasījumu komisija (no 20.11.2018),Position | Private Sector,Biedrība,Satversmes aizsardzībai,40008259015,Valdes priekšsēdētājs,,,,,Latvia,Rīgas municipality,Rīga/Pierīga,"Pilsoniskā sabiedrība, profesionāļu apvienības, citi pakalpojumi",CSO - Legal
"Budriķis, Uldis",Pilntiesīgs mandāts,Jauno Konservatīvo frakcija,2018,Deputāts - Latvijas Republikas Saeima,Valsts pārvaldes un pašvaldības komisija (no 20.11.2018); Pieprasījumu komisija (no 20.11.2018),Position | Private Sector,Nodibinājums,Sekulāras sabiedrības un zinātnes veicināšanas fonds,40008255259,Valdes loceklis,,,,,Latvia,Rīgas municipality,Rīga/Pierīga,"Pilsoniskā sabiedrība, profesionāļu apvienības, citi pakalpojumi",CSO / Culture
"Budriķis, Uldis",Pilntiesīgs mandāts,Jauno Konservatīvo frakcija,2018,Deputāts - Latvijas Republikas Saeima,Valsts pārvaldes un pašvaldības komisija (no 20.11.2018); Pieprasījumu komisija (no 20.11.2018),Holding | Commercial Companies,Sabiedrība ar Ierobežotu Atbildību,Hubbs,40203098271,,,,Kapitāla daļas, €  20.00 ,Latvia,Liepājas municipality,Kurzeme,"Profesionālie, zinātniskie un tehniskie pakalpojumi",
"Budriķis, Uldis",Pilntiesīgs mandāts,Jauno Konservatīvo frakcija,2019,Deputāts - Latvijas Republikas Saeima,"Valsts pārvaldes un pašvaldības komisija (līdz 12.02.2019); Valsts pārvaldes un pašvaldības komisija (Priekšsēdētājas biedrs, no 12.02.2019); Pieprasījumu komisija",Position | Private Sector,Biedrība,Satversmes aizsardzībai,40008259015,Valdes priekšsēdētājs,,,,,Latvia,Rīgas municipality,Rīga/Pierīga,"Pilsoniskā sabiedrība, profesionāļu apvienības, citi pakalpojumi",CSO - Legal
"Budriķis, Uldis",Pilntiesīgs mandāts,Jauno Konservatīvo frakcija,2019,Deputāts - Latvijas Republikas Saeima,"Valsts pārvaldes un pašvaldības komisija (līdz 12.02.2019); Valsts pārvaldes un pašvaldības komisija (Priekšsēdētājas biedrs, no 12.02.2019); Pieprasījumu komisija",Position | Private Sector,Nodibinājums,Sekulāras sabiedrības un zinātnes veicināšanas fonds,40008255259,Valdes loceklis,,,,,Latvia,Rīgas municipality,Rīga/Pierīga,"Pilsoniskā sabiedrība, profesionāļu apvienības, citi pakalpojumi",CSO / Culture
"Budriķis, Uldis",Pilntiesīgs mandāts,Jauno Konservatīvo frakcija,2019,Deputāts - Latvijas Republikas Saeima,"Valsts pārvaldes un pašvaldības komisija (līdz 12.02.2019); Valsts pārvaldes un pašvaldības komisija (Priekšsēdētājas biedrs, no 12.02.2019); Pieprasījumu komisija",Position | Private Sector,Sabiedrība ar Ierobežotu Atbildību,Hubbs,40203098271,Valdes priekšsēdētājs,,,,,Latvia,Liepājas municipality,Kurzeme,"Profesionālie, zinātniskie un tehniskie pakalpojumi",
"Butāns, Jānis",Pilntiesīgs mandāts,Jauno Konservatīvo frakcija,2018,Projekta vadītājs - Centrālā Finanšu un Līgumu Aģentūra,,Position | Private Sector,Biedrība,"Orientēšanas Sporta Klubs ""Meridiāns""",40008033743,Valdes loceklis,,,,,Latvia,Cēsu municipality,Vidzeme,"Māksla, izklaide, sports un atpūta",
"Butāns, Jānis",Pilntiesīgs mandāts,Jauno Konservatīvo frakcija,2018,Projekta vadītājs - Centrālā Finanšu un Līgumu Aģentūra,,Holding | Commercial Companies,Ārvalsts juridiska persona,Energijos Skirstymo Operatorius AB,T0900005896,,,,Akcijas, €  72.50 ,Lithuania,,,"Elektroenerģija, gāzes apgāde, siltumapgāde un gaisa kondicionēšana",
"Butāns, Jānis",Pilntiesīgs mandāts,Jauno Konservatīvo frakcija,2018,Projekta vadītājs - Centrālā Finanšu un Līgumu Aģentūra,,Holding | Commercial Companies,Akciju Sabiedrība,Grindeks,40003034935,,,,Akcijas, €  70.00 ,Latvia,Rīgas municipality,Rīga/Pierīga,Apstrādes rūpniecība,
"Butāns, Jānis",Pilntiesīgs mandāts,Jauno Konservatīvo frakcija,2018,Projekta vadītājs - Centrālā Finanšu un Līgumu Aģentūra,,Holding | Commercial Companies,Akciju Sabiedrība,Cēsu alus,40003030721,,,,Akcijas, €  454.40 ,Latvia,Cēsu municipality,Vidzeme,Apstrādes rūpniecība,
"Butāns, Jānis",Pilntiesīgs mandāts,Jauno Konservatīvo frakcija,2019,Deputāts - Latvijas Republikas Saeima,"Juridiskā komisija (no 31.01.2019); Pilsonības, migrācijas un sabiedrības saliedētības komisija (no 31.01.2019)",Position | Private Sector,Biedrība,"Orientēšanas Sporta Klubs ""Meridiāns""",40008033743,Valdes loceklis,,,,,Latvia,Cēsu municipality,Vidzeme,"Māksla, izklaide, sports un atpūta",
"Butāns, Jānis",Pilntiesīgs mandāts,Jauno Konservatīvo frakcija,2019,Deputāts - Latvijas Republikas Saeima,"Juridiskā komisija (no 31.01.2019); Pilsonības, migrācijas un sabiedrības saliedētības komisija (no 31.01.2019)",Holding | Commercial Companies,Ārvalsts juridiska persona,Tallinna Sadam,,,,,Akcijas," € 1,985.00 ",Estonia,,,Transports un uzglabāšana,
"Butāns, Jānis",Pilntiesīgs mandāts,Jauno Konservatīvo frakcija,2019,Deputāts - Latvijas Republikas Saeima,"Juridiskā komisija (no 31.01.2019); Pilsonības, migrācijas un sabiedrības saliedētības komisija (no 31.01.2019)",Holding | Commercial Companies,Akciju Sabiedrība,Cēsu alus,40003030721,,,,Akcijas, € 454.00 ,Latvia,Cēsu municipality,Vidzeme,Apstrādes rūpniecība,
"Butāns, Jānis",Pilntiesīgs mandāts,Jauno Konservatīvo frakcija,2019,Deputāts - Latvijas Republikas Saeima,"Juridiskā komisija (no 31.01.2019); Pilsonības, migrācijas un sabiedrības saliedētības komisija (no 31.01.2019)",Holding | Commercial Companies,Ārvalsts juridiska persona,Swedbank,,,,,Akcijas," € 3,931.20 ",Sweden,,,Finanšu un apdrošināšanas darbības,
"Butāns, Jānis",Pilntiesīgs mandāts,Jauno Konservatīvo frakcija,2019,Deputāts - Latvijas Republikas Saeima,"Juridiskā komisija (no 31.01.2019); Pilsonības, migrācijas un sabiedrības saliedētības komisija (no 31.01.2019)",Holding | Commercial Companies,Ārvalsts juridiska persona,Telefonica,,,,,Akcijas," € 3,113.50 ",Spain,,,Informācijas un komunikācijas pakalpojumi,
"Butāns, Jānis",Pilntiesīgs mandāts,Jauno Konservatīvo frakcija,2019,Deputāts - Latvijas Republikas Saeima,"Juridiskā komisija (no 31.01.2019); Pilsonības, migrācijas un sabiedrības saliedētības komisija (no 31.01.2019)",Income | Private Sector,Akciju Sabiedrība,Cēsu alus,40003030721,,Dividendes, € 720.02 ,,,Latvia,Cēsu municipality,Vidzeme,Apstrādes rūpniecība,
"Butāns, Jānis",Pilntiesīgs mandāts,Jauno Konservatīvo frakcija,2019,Deputāts - Latvijas Republikas Saeima,"Juridiskā komisija (no 31.01.2019); Pilsonības, migrācijas un sabiedrības saliedētības komisija (no 31.01.2019)",Income | Private Sector,Akciju Sabiedrība,Olainfarm,40003007246,,Dividendes, € 15.00 ,,,Latvia,Olaines municipality,Zemgale,Apstrādes rūpniecība,
"Butāns, Jānis",Pilntiesīgs mandāts,Jauno Konservatīvo frakcija,2019,Deputāts - Latvijas Republikas Saeima,"Juridiskā komisija (no 31.01.2019); Pilsonības, migrācijas un sabiedrības saliedētības komisija (no 31.01.2019)",Income | Private Sector,Ārvalsts juridiska persona,Tallinna Sadam,,,Dividendes, € 31.18 ,,,Estonia,,,Transports un uzglabāšana,
"Butāns, Jānis",Pilntiesīgs mandāts,Jauno Konservatīvo frakcija,2019,Deputāts - Latvijas Republikas Saeima,"Juridiskā komisija (no 31.01.2019); Pilsonības, migrācijas un sabiedrības saliedētības komisija (no 31.01.2019)",Income | Private Sector,Ārvalsts juridiska persona,Telefonica,,,Dividendes, € 81.00 ,,,Spain,,,Informācijas un komunikācijas pakalpojumi,
"Čakša, Anda",Pilntiesīgs mandāts,Pie frakcijām nepiederošie deputāti,2018,Deputāte - Latvijas Republikas Saeima,"Sociālo un darba lietu komisija (Priekšsēdētāja biedre, no 21.11.2018); Ilgtspējīgas attīstības komisija (no 20.11.2018)",Income | Private Sector,Akciju Sabiedrība,Luminor Bank,40003024725,,Procenti, € 35.62 ,,,Latvia,Rīgas municipality,Rīga/Pierīga,Finanšu un apdrošināšanas darbības,
"Čakša, Anda",Pilntiesīgs mandāts,Pie frakcijām nepiederošie deputāti,2019,Deputāte - Latvijas Republikas Saeima,Sociālo un darba lietu komisija (Priekšsēdētāja biedre); Ilgtspējīgas attīstības komisija,Income | Private Sector,Akciju Sabiedrība,Luminor Bank,40003024725,,Procenti, € 42.54 ,,,Latvia,Rīgas municipality,Rīga/Pierīga,Finanšu un apdrošināšanas darbības,
"Cielēns, Jānis","Apstiprināts uz laiku, kamēr ministra pienākumus pilda deputāti, kuri ievēlēti no Jaunās konservatīvās partijas kandidātu saraksta",Jauno Konservatīvo frakcija,2018,Deputāts - Beverīnas novada pašvaldība,,Position | Private Sector,Sabiedrība ar Ierobežotu Atbildību,SINGARI,49501015399,Valdes priekšsēdētājs,,,,,Latvia,Priekuļu municipality,Vidzeme,"Lauksaimniecība, mežsaimniecība un zivsaimniecība",
"Cielēns, Jānis","Apstiprināts uz laiku, kamēr ministra pienākumus pilda deputāti, kuri ievēlēti no Jaunās konservatīvās partijas kandidātu saraksta",Jauno Konservatīvo frakcija,2018,Deputāts - Beverīnas novada pašvaldība,,Position | Private Sector,Biedrība,Saules Brāļi sports,40008207117,Valdes loceklis,,,,,Latvia,Kauguru municipality,Vidzeme,"Māksla, izklaide, sports un atpūta",
"Cielēns, Jānis","Apstiprināts uz laiku, kamēr ministra pienākumus pilda deputāti, kuri ievēlēti no Jaunās konservatīvās partijas kandidātu saraksta",Jauno Konservatīvo frakcija,2018,Deputāts - Beverīnas novada pašvaldība,,Holding | Commercial Companies,Sabiedrība ar Ierobežotu Atbildību,SINGARI,49501015399,,,,Kapitāla daļas," €  2,800.00 ",Latvia,Rīgas municipality,Rīga/Pierīga,"Lauksaimniecība, mežsaimniecība un zivsaimniecība",
"Cielēns, Jānis","Apstiprināts uz laiku, kamēr ministra pienākumus pilda deputāti, kuri ievēlēti no Jaunās konservatīvās partijas kandidātu saraksta",Jauno Konservatīvo frakcija,2018,Deputāts - Beverīnas novada pašvaldība,,Income | Private Sector,Sabiedrība ar Ierobežotu Atbildību,SINGARI,49501015399,,Alga," €  6,000.00 ",,,Latvia,Rīgas municipality,Rīga/Pierīga,"Lauksaimniecība, mežsaimniecība un zivsaimniecība",
"Cielēns, Jānis","Apstiprināts uz laiku, kamēr ministra pienākumus pilda deputāti, kuri ievēlēti no Jaunās konservatīvās partijas kandidātu saraksta",Jauno Konservatīvo frakcija,2018,Deputāts - Beverīnas novada pašvaldība,,Income | Private Sector,Sabiedrība ar Ierobežotu Atbildību,Eko Lauki,44103062503,,Dividendes," €  1,807.20 ",,,Latvia,Kauguru municipality,Vidzeme,"Lauksaimniecība, mežsaimniecība un zivsaimniecība",
"Cielēns, Jānis","Apstiprināts uz laiku, kamēr ministra pienākumus pilda deputāti, kuri ievēlēti no Jaunās konservatīvās partijas kandidātu saraksta",Jauno Konservatīvo frakcija,2018,Deputāts - Beverīnas novada pašvaldība,,Income | Private Sector,Sabiedrība ar Ierobežotu Atbildību,Tolmets Vidzēme,44103059611,,U.c. ienākumi, €  549.56 ,,,Latvia,Cēsu municipality,Vidzeme,Vairumtidzniecība un mazumtirdzniecība,
"Cielēns, Jānis","Apstiprināts uz laiku, kamēr ministra pienākumus pilda deputāti, kuri ievēlēti no Jaunās konservatīvās partijas kandidātu saraksta",Jauno Konservatīvo frakcija,2018,Deputāts - Beverīnas novada pašvaldība,,Income | Private Sector,Sabiedrība ar Ierobežotu Atbildību,SINGARI,49501015399,,Ienāk. no saimn. darbības un komercdarb," €  31,915.13 ",,,Latvia,Priekuļu municipality,Vidzeme,"Lauksaimniecība, mežsaimniecība un zivsaimniecība",
"Cielēns, Jānis","Apstiprināts uz laiku, kamēr ministra pienākumus pilda deputāti, kuri ievēlēti no Jaunās konservatīvās partijas kandidātu saraksta",Jauno Konservatīvo frakcija,2019,Deputāts - Latvijas Republikas Saeima,"Izglītības, kultūras un zinātnes komisija (no 31.01.2019); Ilgtspējīgas attīstības komisija (no 31.01.2019)",Holding | Commercial Companies,Sabiedrība ar Ierobežotu Atbildību,SINGARI,49501015399,,,,Kapitāla daļas," € 2,800.00 ",Latvia,Priekuļu municipality,Vidzeme,"Lauksaimniecība, mežsaimniecība un zivsaimniecība",
"Cielēns, Jānis","Apstiprināts uz laiku, kamēr ministra pienākumus pilda deputāti, kuri ievēlēti no Jaunās konservatīvās partijas kandidātu saraksta",Jauno Konservatīvo frakcija,2019,Deputāts - Latvijas Republikas Saeima,"Izglītības, kultūras un zinātnes komisija (no 31.01.2019); Ilgtspējīgas attīstības komisija (no 31.01.2019)",Income | Private Sector,Sabiedrība ar Ierobežotu Atbildību,SINGARI,49501015399,,Alga, € 500.00 ,,,Latvia,Priekuļu municipality,Vidzeme,"Lauksaimniecība, mežsaimniecība un zivsaimniecība",
"Cielēns, Jānis","Apstiprināts uz laiku, kamēr ministra pienākumus pilda deputāti, kuri ievēlēti no Jaunās konservatīvās partijas kandidātu saraksta",Jauno Konservatīvo frakcija,2019,Deputāts - Latvijas Republikas Saeima,"Izglītības, kultūras un zinātnes komisija (no 31.01.2019); Ilgtspējīgas attīstības komisija (no 31.01.2019)",Income | Private Sector,Sabiedrība ar Ierobežotu Atbildību,SINGARI,49501015399,,Ienāk. no saimn. darbības un komercdarb," € 70,000.01 ",,,Latvia,Priekuļu municipality,Vidzeme,"Lauksaimniecība, mežsaimniecība un zivsaimniecība",
"Cielēns, Jānis","Apstiprināts uz laiku, kamēr ministra pienākumus pilda deputāti, kuri ievēlēti no Jaunās konservatīvās partijas kandidātu saraksta",Jauno Konservatīvo frakcija,2019,Deputāts - Latvijas Republikas Saeima,"Izglītības, kultūras un zinātnes komisija (no 31.01.2019); Ilgtspējīgas attīstības komisija (no 31.01.2019)",Income | Private Sector,Sabiedrība ar Ierobežotu Atbildību,Eko Lauki,44103062503,,Dividendes, € 199.00 ,,,Latvia,Beverīnas municipality,Vidzeme,"Lauksaimniecība, mežsaimniecība un zivsaimniecība",
"Cilevičs, Boriss",Pilntiesīgs mandāts,Saskaņa,2018,Deputāts - Latvijas Republikas Saeima,"Cilvēktiesību un sabiedrisko lietu komisija (Priekšsēdētāja biedrs, no 20.11.2018); Eiropas lietu komisija (no 20.11.2018)",,,,,,,,,,,,,,
"Cilevičs, Boriss",Pilntiesīgs mandāts,Saskaņa,2019,Deputāts - Latvijas Republikas Saeima,Cilvēktiesību un sabiedrisko lietu komisija (Priekšsēdētāja); Eiropas lietu komisija,Income | Private Sector,Ārvalsts juridiska persona,Citizens’ Watch International,,,Honorārs, € 565.00 ,,,UK,,,"Pilsoniskā sabiedrība, profesionāļu apvienības, citi pakalpojumi","CSO - Politics, democracy"
"Daudze, Gundars",Pilntiesīgs mandāts,Zaļo un Zemnieku Savienība,2018,Deputāts - Latvijas Republikas Saeima,"Juridiskā komisija (no 20.11.2018); Pieprasījumu komisija (Sekretārs, no 21.11.2018)",Position | Private Sector,Valsts Sabiedrība ar Ierobežotu Atbildību,Ziemeļkurzemes reģionālā slimnīca,40003246194,Ārsts anesteziologs reanimatologs,,,,,Latvia,Ventspils municipality,Kurzeme,Veselība un sociālā aprūpe,
"Daudze, Gundars",Pilntiesīgs mandāts,Zaļo un Zemnieku Savienība,2018,Deputāts - Latvijas Republikas Saeima,"Juridiskā komisija (no 20.11.2018); Pieprasījumu komisija (Sekretārs, no 21.11.2018)",Income | Private Sector,Valsts Sabiedrība ar Ierobežotu Atbildību,Ziemeļkurzemes reģionālā slimnīca,40003246194,,Alga," €  11,839.11 ",,,Latvia,Ventspils municipality,Kurzeme,Veselība un sociālā aprūpe,
