,Partija,Veids,Vērtība,Name,Datums,Flags,Legislature,Frakcija,Deputāts
147,"Par Cilvēcīgu Latviju, Politiskā partija (KPV LV)",Nauda,EUR 2000.00,Māris Možvillo,12/09/2022,above_yearly_limit,13,Neatkarīgie,Māris Možvillo
148,SUVERĒNĀ VARA (Likums.Atbildība.Kārtība; Savienība Latgales sirds),Nauda,EUR 450.00,Ļubova Švecova,12/09/2022,above_yearly_limit,13,Pie frakcijām nepiederošie deputāti,Ļubova Švecova
149,"VIENOTĪBA, Partija",Nauda,EUR 50.00,Iveta Benhena-Bēkena,11/09/2022,,13,Pie frakcijām nepiederošie deputāti,Iveta Benhena-Bēkena
150,Konservatīvie (Jaunā konservatīvā partija),Biedra nauda,EUR 62.00,Ainars Bašķis,09/09/2022,,13,Jauno Konservatīvo frakcija,Ainars Bašķis
151,"Nacionālā apvienība ""Visu Latvijai!""-""Tēvzemei un Brīvībai/LNNK""",Manta vai pakalpojums,EUR 50.00,Rihards Kols,09/09/2022,,13,Nacionāla Apvienība VL-TB/LNNK,Rihards Kols
152,SUVERĒNĀ VARA (Likums.Atbildība.Kārtība; Savienība Latgales sirds),Nauda,EUR 100.00,Ļubova Švecova,09/09/2022,above_yearly_limit,13,Pie frakcijām nepiederošie deputāti,Ļubova Švecova
153,"Par Cilvēcīgu Latviju, Politiskā partija (KPV LV)",Nauda,EUR 1000.00,Māris Možvillo,09/09/2022,above_yearly_limit,13,Neatkarīgie,Māris Možvillo
154,Attīstībai/Par!,Nauda,EUR 30.25,Gatis Zamurs,08/09/2022,above_yearly_limit,13,Attīstībai/Par!,Gatis Zamurs
155,Konservatīvie (Jaunā konservatīvā partija),Nauda,EUR 263.00,Līva Kreituse,08/09/2022,,13,Jauno Konservatīvo frakcija,Līva Kreituse
156,Zaļo un Zemnieku savienība,Nauda,EUR 1000.00,Uldis Augulis,08/09/2022,,13,Zaļo un Zemnieku Savienība,Uldis Augulis
157,Zaļo un Zemnieku savienība,Nauda,EUR 100.00,Gundars Daudze,07/09/2022,,13,Zaļo un Zemnieku Savienība,Gundars Daudze
158,Konservatīvie (Jaunā konservatīvā partija),Nauda,EUR 100.00,Jānis Butāns,06/09/2022,,13,Jauno Konservatīvo frakcija,Jānis Butāns
159,"Kustība ""Par!""",Nauda,EUR 300.00,Vita Anda Tērauda,06/09/2022,,13,Attīstībai/Par!,Vita Anda Tērauda
160,"Nacionālā apvienība ""Visu Latvijai!""-""Tēvzemei un Brīvībai/LNNK""",Nauda,EUR 16.00,Ritvars Jansons,06/09/2022,,13,Nacionāla Apvienība VL-TB/LNNK,Ritvars Jansons
161,"Saskaņa, sociāldemokrātiskā partija",Nauda,EUR 2499.64,Andrejs Klementjevs,05/09/2022,,13,Saskaņa,Andrejs Klementjevs
162,"Republika, Politiskā partija",Nauda,EUR 100.00,Kaspars Ģirģens,05/09/2022,,13,Pie frakcijām nepiederošie deputāti,Kaspars Ģirģens
163,Zaļo un Zemnieku savienība,Nauda,EUR 1000.00,Viktors Valainis,02/09/2022,,13,Zaļo un Zemnieku Savienība,Viktors Valainis
164,Konservatīvie (Jaunā konservatīvā partija),Nauda,EUR -86.00,Aivars Geidāns,02/09/2022,above_yearly_limit,13,Pie frakcijām nepiederošie deputāti,Aivars Geidāns
165,Zaļo un Zemnieku savienība,Nauda,EUR 100.00,Jānis Vucāns,02/09/2022,,13,Zaļo un Zemnieku Savienība,Jānis Vucāns
166,"Saskaņa, sociāldemokrātiskā partija",Nauda,EUR 1000.00,Nikolajs Kabanovs,02/09/2022,,13,Saskaņa,Nikolajs Kabanovs
167,Attīstībai/Par!,Nauda,EUR 20.00,Dace Rukšāne-Ščipčinska,31/08/2022,,13,Attīstībai/Par!,Dace Rukšāne-Ščipčinska
168,Attīstībai/Par!,Nauda,EUR 30.25,Gatis Zamurs,31/08/2022,above_yearly_limit,13,Attīstībai/Par!,Gatis Zamurs
169,Zaļo un Zemnieku savienība,Nauda,EUR 500.00,Uldis Augulis,31/08/2022,,13,Zaļo un Zemnieku Savienība,Uldis Augulis
170,"Republika, Politiskā partija",Manta vai pakalpojums,EUR 320.00,Ēriks Pucens,31/08/2022,,13,Pie frakcijām nepiederošie deputāti,Ēriks Pucens
171,"Saskaņa, sociāldemokrātiskā partija",Nauda,EUR 559.02,Igors Pimenovs,29/08/2022,,13,Saskaņa,Igors Pimenovs
172,"Saskaņa, sociāldemokrātiskā partija",Nauda,EUR 2000.00,Ivans Klementjevs,29/08/2022,,13,Saskaņa,Ivans Klementjevs
173,"Saskaņa, sociāldemokrātiskā partija",Nauda,EUR 907.50,Igors Pimenovs,29/08/2022,,13,Saskaņa,Igors Pimenovs
174,"Saskaņa, sociāldemokrātiskā partija",Nauda,EUR 120.00,Ivans Klementjevs,29/08/2022,,13,Saskaņa,Ivans Klementjevs
175,Konservatīvie (Jaunā konservatīvā partija),Nauda,EUR 65.00,Eva Mārtuža,27/08/2022,,13,Jauno Konservatīvo frakcija,Eva Mārtuža
176,"Saskaņa, sociāldemokrātiskā partija",Nauda,EUR 330.00,Vitālijs Orlovs,26/08/2022,,13,Saskaņa,Vitālijs Orlovs
177,Attīstībai/Par!,Nauda,EUR 30.25,Gatis Zamurs,26/08/2022,above_yearly_limit,13,Attīstībai/Par!,Gatis Zamurs
178,"Saskaņa, sociāldemokrātiskā partija",Nauda,EUR 1000.00,Zenta Tretjaka,26/08/2022,,13,Saskaņa,Zenta Tretjaka
179,"Kustība ""Par!""",Biedra nauda,EUR 50.00,Vita Anda Tērauda,25/08/2022,,13,Attīstībai/Par!,Vita Anda Tērauda
180,SUVERĒNĀ VARA (Likums.Atbildība.Kārtība; Savienība Latgales sirds),Nauda,EUR 100.00,Ļubova Švecova,25/08/2022,above_yearly_limit,13,Pie frakcijām nepiederošie deputāti,Ļubova Švecova
181,Konservatīvie (Jaunā konservatīvā partija),Nauda,EUR -298.27,Aivars Geidāns,25/08/2022,above_yearly_limit,13,Pie frakcijām nepiederošie deputāti,Aivars Geidāns
182,Konservatīvie (Jaunā konservatīvā partija),Manta vai pakalpojums,EUR 1016.40,Juris Rancāns,25/08/2022,,13,Jauno Konservatīvo frakcija,Juris Rancāns
183,"Saskaņa, sociāldemokrātiskā partija",Nauda,EUR 500.00,Boriss Cilevičs,25/08/2022,,13,Saskaņa,Boriss Cilevičs
184,Konservatīvie (Jaunā konservatīvā partija),Nauda,EUR 86.00,Aivars Geidāns,24/08/2022,above_yearly_limit,13,Pie frakcijām nepiederošie deputāti,Aivars Geidāns
185,"Saskaņa, sociāldemokrātiskā partija",Nauda,EUR 1350.00,Vitālijs Orlovs,24/08/2022,,13,Saskaņa,Vitālijs Orlovs
186,"Saskaņa, sociāldemokrātiskā partija",Nauda,EUR 200.00,Edgars Kucins,23/08/2022,,13,Saskaņa,Edgars Kucins
187,Konservatīvie (Jaunā konservatīvā partija),Nauda,EUR 80.00,Sandis Riekstiņš,22/08/2022,,13,Jauno Konservatīvo frakcija,Sandis Riekstiņš
188,Attīstībai/Par!,Nauda,EUR 159.72,Andris Skride,22/08/2022,,13,Attīstībai/Par!,Andris Skride
189,Konservatīvie (Jaunā konservatīvā partija),Nauda,EUR 2404.27,Aivars Geidāns,21/08/2022,above_yearly_limit,13,Pie frakcijām nepiederošie deputāti,Aivars Geidāns
190,"Kustība ""Par!""",Biedra nauda,EUR 25.00,Inese Voika,21/08/2022,,13,Attīstībai/Par!,Inese Voika
191,Attīstībai/Par!,Nauda,EUR 137.51,Ilmārs Dūrītis,21/08/2022,,13,Attīstībai/Par!,Ilmārs Dūrītis
192,"Nacionālā apvienība ""Visu Latvijai!""-""Tēvzemei un Brīvībai/LNNK""",Nauda,EUR 16.00,Edmunds Teirumnieks,19/08/2022,,13,Nacionāla Apvienība VL-TB/LNNK,Edmunds Teirumnieks
193,LATVIJA PIRMAJĀ VIETĀ,Nauda,EUR 280.00,Ramona Petraviča,19/08/2022,above_yearly_limit,13,Neatkarīgie,Ramona Petraviča
194,"Saskaņa, sociāldemokrātiskā partija",Nauda,EUR 157.00,Artūrs Rubiks,18/08/2022,,13,Saskaņa,Artūrs Rubiks
195,Attīstībai/Par!,Nauda,EUR 30.25,Gatis Zamurs,18/08/2022,above_yearly_limit,13,Attīstībai/Par!,Gatis Zamurs
196,PROGRESĪVIE,Nauda,EUR 150.00,Māris Mičerevskis,18/08/2022,,13,Pie frakcijām nepiederošie deputāti,Māris Mičerevskis
197,"Nacionālā apvienība ""Visu Latvijai!""-""Tēvzemei un Brīvībai/LNNK""",Nauda,EUR 15.00,Edmunds Teirumnieks,18/08/2022,,13,Nacionāla Apvienība VL-TB/LNNK,Edmunds Teirumnieks
198,SUVERĒNĀ VARA (Likums.Atbildība.Kārtība; Savienība Latgales sirds),Nauda,EUR 500.00,Ļubova Švecova,18/08/2022,above_yearly_limit,13,Pie frakcijām nepiederošie deputāti,Ļubova Švecova
199,Attīstībai/Par!,Nauda,EUR 129.47,Gatis Zamurs,18/08/2022,above_yearly_limit,13,Attīstībai/Par!,Gatis Zamurs
200,"Nacionālā apvienība ""Visu Latvijai!""-""Tēvzemei un Brīvībai/LNNK""",Nauda,EUR 16.00,Edmunds Teirumnieks,18/08/2022,,13,Nacionāla Apvienība VL-TB/LNNK,Edmunds Teirumnieks
201,Attīstībai/Par!,Nauda,EUR 71.62,Gatis Zamurs,17/08/2022,above_yearly_limit,13,Attīstībai/Par!,Gatis Zamurs
202,Attīstībai/Par!,Nauda,EUR 100.00,Andris Skride,17/08/2022,,13,Attīstībai/Par!,Andris Skride
203,SUVERĒNĀ VARA (Likums.Atbildība.Kārtība; Savienība Latgales sirds),Nauda,EUR 1000.00,Ļubova Švecova,17/08/2022,above_yearly_limit,13,Pie frakcijām nepiederošie deputāti,Ļubova Švecova
204,SUVERĒNĀ VARA (Likums.Atbildība.Kārtība; Savienība Latgales sirds),Nauda,EUR 4000.00,Jūlija Stepaņenko,17/08/2022,above_yearly_limit,13,Pie frakcijām nepiederošie deputāti,Jūlija Stepaņenko
205,"Jaunā VIENOTĪBA (Nacionālās VIENOTĪBAS apvienība; Partijas Jaunais laiks, partijas Pilsoniskā savienība un partijas Sabiedrība Citai Politikai apvienība; VIENOTĪBA)",Nauda,EUR 500.00,Ainars Latkovskis,16/08/2022,,13,Jaunā Vienotība,Ainars Latkovskis
206,"Saskaņa, sociāldemokrātiskā partija",Nauda,EUR 1000.00,Jānis Tutins,16/08/2022,,13,Saskaņa,Jānis Tutins
207,Apvienība Latvijai,Nauda,EUR 5.00,Māris Možvillo,16/08/2022,above_yearly_limit,13,Neatkarīgie,Māris Možvillo
208,Attīstībai/Par!,Nauda,EUR 71.62,Dace Rukšāne-Ščipčinska,16/08/2022,,13,Attīstībai/Par!,Dace Rukšāne-Ščipčinska
209,Konservatīvie (Jaunā konservatīvā partija),Nauda,EUR 50.00,Reinis Znotiņš,15/08/2022,,13,Jauno Konservatīvo frakcija,Reinis Znotiņš
210,LATVIJA PIRMAJĀ VIETĀ,Nauda,EUR 155.00,Ramona Petraviča,15/08/2022,above_yearly_limit,13,Neatkarīgie,Ramona Petraviča
211,"Saskaņa, sociāldemokrātiskā partija",Nauda,EUR 111.32,Nikolajs Kabanovs,14/08/2022,,13,Saskaņa,Nikolajs Kabanovs
212,"Saskaņa, sociāldemokrātiskā partija",Nauda,EUR 105.00,Boriss Cilevičs,13/08/2022,,13,Saskaņa,Boriss Cilevičs
213,"Nacionālā apvienība ""Visu Latvijai!""-""Tēvzemei un Brīvībai/LNNK""",Manta vai pakalpojums,EUR 50.00,Rihards Kols,12/08/2022,,13,Nacionāla Apvienība VL-TB/LNNK,Rihards Kols
214,SUVERĒNĀ VARA (Likums.Atbildība.Kārtība; Savienība Latgales sirds),Nauda,EUR 250.00,Ļubova Švecova,12/08/2022,above_yearly_limit,13,Pie frakcijām nepiederošie deputāti,Ļubova Švecova
215,"Saskaņa, sociāldemokrātiskā partija",Nauda,EUR 1000.00,Zenta Tretjaka,11/08/2022,,13,Saskaņa,Zenta Tretjaka
216,Attīstībai/Par!,Nauda,EUR 469.24,Gatis Zamurs,11/08/2022,above_yearly_limit,13,Attīstībai/Par!,Gatis Zamurs
217,"Republika, Politiskā partija",Nauda,EUR 100.00,Kaspars Ģirģens,11/08/2022,,13,Pie frakcijām nepiederošie deputāti,Kaspars Ģirģens
218,Konservatīvie (Jaunā konservatīvā partija),Nauda,EUR 65.00,Līva Kreituse,11/08/2022,,13,Jauno Konservatīvo frakcija,Līva Kreituse
219,SUVERĒNĀ VARA (Likums.Atbildība.Kārtība; Savienība Latgales sirds),Biedra nauda,EUR 500.00,Jūlija Stepaņenko,10/08/2022,above_yearly_limit,13,Pie frakcijām nepiederošie deputāti,Jūlija Stepaņenko
220,Konservatīvie (Jaunā konservatīvā partija),Biedra nauda,EUR 62.00,Ainars Bašķis,10/08/2022,,13,Jauno Konservatīvo frakcija,Ainars Bašķis
221,Attīstībai/Par!,Nauda,EUR 30.25,Gatis Zamurs,10/08/2022,above_yearly_limit,13,Attīstībai/Par!,Gatis Zamurs
222,Konservatīvie (Jaunā konservatīvā partija),Nauda,EUR 23.00,Ainars Bašķis,10/08/2022,,13,Jauno Konservatīvo frakcija,Ainars Bašķis
223,Konservatīvie (Jaunā konservatīvā partija),Nauda,EUR 100.00,Jānis Butāns,09/08/2022,,13,Jauno Konservatīvo frakcija,Jānis Butāns
224,Konservatīvie (Jaunā konservatīvā partija),Biedra nauda,EUR 100.00,Dagmāra Beitnere-Le Galla,09/08/2022,,13,Jauno Konservatīvo frakcija,Dagmāra Beitnere-Le Galla
225,"Kustība ""Par!""",Nauda,EUR 100.00,Mārtiņš Šteins,09/08/2022,,13,Attīstībai/Par!,Mārtiņš Šteins
226,Konservatīvie (Jaunā konservatīvā partija),Nauda,EUR 400.00,Krišjānis Feldmans,08/08/2022,,13,Jauno Konservatīvo frakcija,Krišjānis Feldmans
227,SUVERĒNĀ VARA (Likums.Atbildība.Kārtība; Savienība Latgales sirds),Biedra nauda,EUR 1000.00,Jūlija Stepaņenko,08/08/2022,above_yearly_limit,13,Pie frakcijām nepiederošie deputāti,Jūlija Stepaņenko
228,"Nacionālā apvienība ""Visu Latvijai!""-""Tēvzemei un Brīvībai/LNNK""",Manta vai pakalpojums,EUR 10.00,Rihards Kols,04/08/2022,,13,Nacionāla Apvienība VL-TB/LNNK,Rihards Kols
229,"Nacionālā apvienība ""Visu Latvijai!""-""Tēvzemei un Brīvībai/LNNK""",Manta vai pakalpojums,EUR 2000.00,Rihards Kols,04/08/2022,,13,Nacionāla Apvienība VL-TB/LNNK,Rihards Kols
230,Latvijas Zaļā partija,Nauda,EUR 5000.00,Raimonds Bergmanis,03/08/2022,above_yearly_limit,13,Zaļo un Zemnieku Savienība,Raimonds Bergmanis
231,Attīstībai/Par!,Nauda,EUR 30.25,Gatis Zamurs,02/08/2022,above_yearly_limit,13,Attīstībai/Par!,Gatis Zamurs
232,PROGRESĪVIE,Nauda,EUR 200.00,Māris Mičerevskis,02/08/2022,,13,Pie frakcijām nepiederošie deputāti,Māris Mičerevskis
233,"Nacionālā apvienība ""Visu Latvijai!""-""Tēvzemei un Brīvībai/LNNK""",Manta vai pakalpojums,EUR 20.00,Rihards Kols,02/08/2022,,13,Nacionāla Apvienība VL-TB/LNNK,Rihards Kols
234,"Saskaņa, sociāldemokrātiskā partija",Nauda,EUR 1000.00,Ivans Ribakovs,01/08/2022,,13,Saskaņa,Ivans Ribakovs
235,"Saskaņa, sociāldemokrātiskā partija",Manta vai pakalpojums,EUR 46.81,Edgars Kucins,29/07/2022,,13,Saskaņa,Edgars Kucins
236,LATVIJA PIRMAJĀ VIETĀ,Manta vai pakalpojums,EUR 100.00,Ralfs Nemiro,28/07/2022,,13,Neatkarīgie,Ralfs Nemiro
237,"Kustība ""Par!""",Nauda,EUR 300.00,Mārtiņš Šteins,28/07/2022,,13,Attīstībai/Par!,Mārtiņš Šteins
238,Attīstībai/Par!,Nauda,EUR 30.25,Gatis Zamurs,28/07/2022,above_yearly_limit,13,Attīstībai/Par!,Gatis Zamurs
239,"Kustība ""Par!""",Nauda,EUR 30.00,Vita Anda Tērauda,28/07/2022,,13,Attīstībai/Par!,Vita Anda Tērauda
240,Konservatīvie (Jaunā konservatīvā partija),Nauda,EUR 65.00,Eva Mārtuža,27/07/2022,,13,Jauno Konservatīvo frakcija,Eva Mārtuža
241,Latvijas Sociālistiskā partija,Biedra nauda,EUR 150.00,Artūrs Rubiks,25/07/2022,,13,Saskaņa,Artūrs Rubiks
242,"Kustība ""Par!""",Biedra nauda,EUR 50.00,Vita Anda Tērauda,25/07/2022,,13,Attīstībai/Par!,Vita Anda Tērauda
243,Attīstībai/Par!,Nauda,EUR 30.25,Gatis Zamurs,23/07/2022,above_yearly_limit,13,Attīstībai/Par!,Gatis Zamurs
244,"Kustība ""Par!""",Biedra nauda,EUR 40.00,Inese Voika,22/07/2022,,13,Attīstībai/Par!,Inese Voika
245,Konservatīvie (Jaunā konservatīvā partija),Nauda,EUR 80.00,Aivars Geidāns,21/07/2022,above_yearly_limit,13,Pie frakcijām nepiederošie deputāti,Aivars Geidāns
246,"Kustība ""Par!""",Biedra nauda,EUR 25.00,Inese Voika,21/07/2022,,13,Attīstībai/Par!,Inese Voika
247,Konservatīvie (Jaunā konservatīvā partija),Nauda,EUR 25.00,Ainars Bašķis,20/07/2022,,13,Jauno Konservatīvo frakcija,Ainars Bašķis
248,SUVERĒNĀ VARA (Likums.Atbildība.Kārtība; Savienība Latgales sirds),Manta vai pakalpojums,EUR 500.00,Jūlija Stepaņenko,20/07/2022,above_yearly_limit,13,Pie frakcijām nepiederošie deputāti,Jūlija Stepaņenko
249,Attīstībai/Par!,Nauda,EUR 431.97,Gatis Zamurs,19/07/2022,above_yearly_limit,13,Attīstībai/Par!,Gatis Zamurs
250,"Republika, Politiskā partija",Nauda,EUR 100.00,Kaspars Ģirģens,18/07/2022,,13,Pie frakcijām nepiederošie deputāti,Kaspars Ģirģens
251,PROGRESĪVIE,Nauda,EUR 200.00,Māris Mičerevskis,18/07/2022,,13,Pie frakcijām nepiederošie deputāti,Māris Mičerevskis
252,SUVERĒNĀ VARA (Likums.Atbildība.Kārtība; Savienība Latgales sirds),Nauda,EUR 2500.00,Jūlija Stepaņenko,18/07/2022,above_yearly_limit,13,Pie frakcijām nepiederošie deputāti,Jūlija Stepaņenko
253,"Saskaņa, sociāldemokrātiskā partija",Nauda,EUR 300.00,Ivans Ribakovs,17/07/2022,,13,Saskaņa,Ivans Ribakovs
254,SUVERĒNĀ VARA (Likums.Atbildība.Kārtība; Savienība Latgales sirds),Nauda,EUR 2500.00,Jūlija Stepaņenko,17/07/2022,above_yearly_limit,13,Pie frakcijām nepiederošie deputāti,Jūlija Stepaņenko
255,Konservatīvie (Jaunā konservatīvā partija),Nauda,EUR 60.00,Līva Kreituse,14/07/2022,,13,Jauno Konservatīvo frakcija,Līva Kreituse
256,"Saskaņa, sociāldemokrātiskā partija",Nauda,EUR 2000.00,Regīna Ločmele,13/07/2022,,13,Saskaņa,Regīna Ločmele
257,Attīstībai/Par!,Manta vai pakalpojums,EUR 30.00,Mārtiņš Šteins,13/07/2022,,13,Attīstībai/Par!,Mārtiņš Šteins
258,Attīstībai/Par!,Manta vai pakalpojums,EUR 452.44,Gatis Zamurs,13/07/2022,above_yearly_limit,13,Attīstībai/Par!,Gatis Zamurs
259,Attīstībai/Par!,Nauda,EUR 15.00,Dace Rukšāne-Ščipčinska,13/07/2022,,13,Attīstībai/Par!,Dace Rukšāne-Ščipčinska
260,Konservatīvie (Jaunā konservatīvā partija),Biedra nauda,EUR 100.00,Dagmāra Beitnere-Le Galla,12/07/2022,,13,Jauno Konservatīvo frakcija,Dagmāra Beitnere-Le Galla
261,Konservatīvie (Jaunā konservatīvā partija),Nauda,EUR 61.00,Normunds Žunna,12/07/2022,,13,Jauno Konservatīvo frakcija,Normunds Žunna
262,Konservatīvie (Jaunā konservatīvā partija),Nauda,EUR 132.50,Jānis Butāns,12/07/2022,,13,Jauno Konservatīvo frakcija,Jānis Butāns
263,"Saskaņa, sociāldemokrātiskā partija",Nauda,EUR 700.00,Valērijs Agešins,11/07/2022,,13,Saskaņa,Valērijs Agešins
264,Konservatīvie (Jaunā konservatīvā partija),Nauda,EUR 171.00,Linda Medne,11/07/2022,,13,Jauno Konservatīvo frakcija,Linda Medne
265,Konservatīvie (Jaunā konservatīvā partija),Nauda,EUR 200.00,Uldis Budriķis,10/07/2022,,13,Jauno Konservatīvo frakcija,Uldis Budriķis
266,Konservatīvie (Jaunā konservatīvā partija),Nauda,EUR 42.00,Krišjānis Feldmans,10/07/2022,,13,Jauno Konservatīvo frakcija,Krišjānis Feldmans
267,"Republika, Politiskā partija",Nauda,EUR 100.00,Ēriks Pucens,10/07/2022,,13,Pie frakcijām nepiederošie deputāti,Ēriks Pucens
268,Konservatīvie (Jaunā konservatīvā partija),Nauda,EUR 7.00,Līva Kreituse,09/07/2022,,13,Jauno Konservatīvo frakcija,Līva Kreituse
269,Konservatīvie (Jaunā konservatīvā partija),Nauda,EUR 80.00,Sandis Riekstiņš,08/07/2022,,13,Jauno Konservatīvo frakcija,Sandis Riekstiņš
270,"Kustība ""Par!""",Nauda,EUR 500.00,Ilmārs Dūrītis,08/07/2022,,13,Attīstībai/Par!,Ilmārs Dūrītis
271,LATGALES PARTIJA,Nauda,EUR 100.00,Aldis Adamovičs,08/07/2022,,13,Jaunā Vienotība,Aldis Adamovičs
272,Konservatīvie (Jaunā konservatīvā partija),Nauda,EUR 35.00,Eva Mārtuža,08/07/2022,,13,Jauno Konservatīvo frakcija,Eva Mārtuža
273,Konservatīvie (Jaunā konservatīvā partija),Nauda,EUR 14.00,Aivars Geidāns,07/07/2022,above_yearly_limit,13,Pie frakcijām nepiederošie deputāti,Aivars Geidāns
274,Konservatīvie (Jaunā konservatīvā partija),Nauda,EUR 200.00,Evita Zālīte-Grosa,06/07/2022,,13,Jauno Konservatīvo frakcija,Evita Zālīte-Grosa
275,Konservatīvie (Jaunā konservatīvā partija),Nauda,EUR 35.00,Evita Zālīte-Grosa,06/07/2022,,13,Jauno Konservatīvo frakcija,Evita Zālīte-Grosa
276,"VIENOTĪBA, Partija",Nauda,EUR 50.00,Iveta Benhena-Bēkena,06/07/2022,,13,Pie frakcijām nepiederošie deputāti,Iveta Benhena-Bēkena
277,Konservatīvie (Jaunā konservatīvā partija),Nauda,EUR 7.00,Juris Rancāns,06/07/2022,,13,Jauno Konservatīvo frakcija,Juris Rancāns
278,Konservatīvie (Jaunā konservatīvā partija),Nauda,EUR 7.00,Sandis Riekstiņš,05/07/2022,,13,Jauno Konservatīvo frakcija,Sandis Riekstiņš
279,Konservatīvie (Jaunā konservatīvā partija),Nauda,EUR 80.00,Sandis Riekstiņš,04/07/2022,,13,Jauno Konservatīvo frakcija,Sandis Riekstiņš
280,Konservatīvie (Jaunā konservatīvā partija),Nauda,EUR 42.00,Jānis Cielēns,04/07/2022,,13,Jauno Konservatīvo frakcija,Jānis Cielēns
281,"Saskaņa, sociāldemokrātiskā partija",Manta vai pakalpojums,EUR 28.80,Ivans Ribakovs,01/07/2022,,13,Saskaņa,Ivans Ribakovs
282,Konservatīvie (Jaunā konservatīvā partija),Nauda,EUR 200.00,Uldis Budriķis,30/06/2022,,13,Jauno Konservatīvo frakcija,Uldis Budriķis
283,Latvijas Sociālistiskā partija,Biedra nauda,EUR 150.00,Artūrs Rubiks,28/06/2022,,13,Saskaņa,Artūrs Rubiks
284,"Saskaņa, sociāldemokrātiskā partija",Manta vai pakalpojums,EUR 28.68,Ivans Ribakovs,27/06/2022,,13,Saskaņa,Ivans Ribakovs
285,"Saskaņa, sociāldemokrātiskā partija",Manta vai pakalpojums,EUR 80.04,Ivans Ribakovs,27/06/2022,,13,Saskaņa,Ivans Ribakovs
286,Konservatīvie (Jaunā konservatīvā partija),Nauda,EUR 65.00,Eva Mārtuža,27/06/2022,,13,Jauno Konservatīvo frakcija,Eva Mārtuža
287,"Kustība ""Par!""",Biedra nauda,EUR 50.00,Vita Anda Tērauda,25/06/2022,,13,Attīstībai/Par!,Vita Anda Tērauda
288,"Republika, Politiskā partija",Nauda,EUR 100.00,Kaspars Ģirģens,22/06/2022,,13,Pie frakcijām nepiederošie deputāti,Kaspars Ģirģens
289,LATVIJA PIRMAJĀ VIETĀ,Nauda,EUR 300.00,Ralfs Nemiro,22/06/2022,above_yearly_limit,13,Neatkarīgie,Ralfs Nemiro
290,"Kustība ""Par!""",Biedra nauda,EUR 25.00,Inese Voika,21/06/2022,,13,Attīstībai/Par!,Inese Voika
291,Konservatīvie (Jaunā konservatīvā partija),Nauda,EUR 250.00,Krišjānis Feldmans,19/06/2022,,13,Jauno Konservatīvo frakcija,Krišjānis Feldmans
292,"Kustība ""Par!""",Nauda,EUR 200.00,Mārtiņš Šteins,17/06/2022,,13,Attīstībai/Par!,Mārtiņš Šteins
293,LATVIJA PIRMAJĀ VIETĀ,Nauda,EUR 100.00,Ramona Petraviča,17/06/2022,above_yearly_limit,13,Neatkarīgie,Ramona Petraviča
294,Konservatīvie (Jaunā konservatīvā partija),Nauda,EUR 80.50,Līva Kreituse,16/06/2022,,13,Jauno Konservatīvo frakcija,Līva Kreituse
295,"VIENOTĪBA, Partija",Biedra nauda,EUR 2000.00,Arvils Ašeradens,15/06/2022,,13,Jaunā Vienotība,Arvils Ašeradens
296,Konservatīvie (Jaunā konservatīvā partija),Nauda,EUR 130.00,Normunds Žunna,13/06/2022,,13,Jauno Konservatīvo frakcija,Normunds Žunna
297,Konservatīvie (Jaunā konservatīvā partija),Nauda,EUR 50.00,Aivars Geidāns,09/06/2022,above_yearly_limit,13,Pie frakcijām nepiederošie deputāti,Aivars Geidāns
298,Konservatīvie (Jaunā konservatīvā partija),Nauda,EUR 100.00,Jānis Butāns,09/06/2022,,13,Jauno Konservatīvo frakcija,Jānis Butāns
299,Konservatīvie (Jaunā konservatīvā partija),Biedra nauda,EUR 100.00,Dagmāra Beitnere-Le Galla,08/06/2022,,13,Jauno Konservatīvo frakcija,Dagmāra Beitnere-Le Galla
300,Konservatīvie (Jaunā konservatīvā partija),Nauda,EUR 65.00,Līva Kreituse,08/06/2022,,13,Jauno Konservatīvo frakcija,Līva Kreituse
301,Konservatīvie (Jaunā konservatīvā partija),Biedra nauda,EUR 65.00,Ainars Bašķis,08/06/2022,,13,Jauno Konservatīvo frakcija,Ainars Bašķis
302,"Saskaņa, sociāldemokrātiskā partija",Nauda,EUR 900.00,Jānis Krišāns,06/06/2022,,13,Saskaņa,Jānis Krišāns
303,"Saskaņa, sociāldemokrātiskā partija",Manta vai pakalpojums,EUR 7.26,Jānis Urbanovičs,04/06/2022,,13,Saskaņa,Jānis Urbanovičs
304,"Kustība ""Par!""",Biedra nauda,EUR 585.00,Ilmārs Dūrītis,03/06/2022,,13,Attīstībai/Par!,Ilmārs Dūrītis
305,Konservatīvie (Jaunā konservatīvā partija),Nauda,EUR 80.00,Sandis Riekstiņš,03/06/2022,,13,Jauno Konservatīvo frakcija,Sandis Riekstiņš
306,"VIENOTĪBA, Partija",Nauda,EUR 50.00,Iveta Benhena-Bēkena,02/06/2022,,13,Pie frakcijām nepiederošie deputāti,Iveta Benhena-Bēkena
307,"Saskaņa, sociāldemokrātiskā partija",Manta vai pakalpojums,EUR 20.00,Jānis Krišāns,01/06/2022,,13,Saskaņa,Jānis Krišāns
308,Konservatīvie (Jaunā konservatīvā partija),Nauda,EUR 65.00,Eva Mārtuža,27/05/2022,,13,Jauno Konservatīvo frakcija,Eva Mārtuža
